           1           3           0           0       39997
           2           3           0           0       39997
           3           4           0           0       39996
           4           4           0           0       39996
           5           2           4           0       39998
           6           3           4           0       39997
           7           4           5           0       39996
           8           4           5           0       39996
           9           4           7           0       39996
          10           6           8           1       39994
          11           7          10           1       39993
          12           7          11           1       39993
          13           8          12           1       39992
          14           7          15           1       39993
          15           6          18           1       39994
          16          10          18           1       39990
          17          10          19           2       39990
          18           9          21           2       39991
          19           7          24           2       39993
          20           6          28           2       39994
          21           9          30           2       39991
          22           9          31           2       39991
          23          13          31           2       39987
          24          11          34           2       39989
          25           9          39           2       39991
          26          10          40           2       39990
          27           8          44           2       39992
          28           7          46           2       39993
          29           6          50           2       39994
          30           6          51           3       39994
          31           7          53           3       39993
          32           8          54           3       39992
          33           9          56           3       39991
          34           9          58           3       39991
          35           8          61           3       39992
          36           9          64           3       39991
          37           8          67           3       39992
          38           7          69           3       39993
          39           6          72           3       39994
          40           7          73           4       39993
          41           8          75           4       39992
          42          11          76           4       39989
          43          14          77           4       39986
          44          12          82           4       39988
          45          12          85           4       39988
          46          10          90           4       39990
          47           9          94           5       39991
          48          10          96           5       39990
          49          10         101           5       39990
          50          12         104           5       39988
          51          11         107           5       39989
          52          12         110           5       39988
          53          12         113           5       39988
          54           9         117           5       39991
          55           9         121           5       39991
          56           7         124           5       39993
          57           5         127           5       39995
          58           4         128           5       39996
          59           2         130           5       39998
          60           2         131           5       39998
          61           1         132           5       39999
          62           1         132           5       39999
          63           1         132           5       39999
          64           0         133           5       40000
          65           0         133           5       40000
          66           0         133           5       40000
          67           0         133           5       40000
          68           0         133           5       40000
          69           0         133           5       40000
          70           0         133           5       40000
          71           0         133           5       40000
          72           0         133           5       40000
          73           0         133           5       40000
          74           0         133           5       40000
          75           0         133           5       40000
          76           0         133           5       40000
          77           0         133           5       40000
          78           0         133           5       40000
          79           0         133           5       40000
          80           0         133           5       40000
          81           0         133           5       40000
          82           0         133           5       40000
          83           0         133           5       40000
          84           0         133           5       40000
          85           0         133           5       40000
          86           0         133           5       40000
          87           0         133           5       40000
          88           0         133           5       40000
          89           0         133           5       40000
          90           0         133           5       40000
          91           0         133           5       40000
          92           0         133           5       40000
          93           0         133           5       40000
          94           0         133           5       40000
          95           0         133           5       40000
          96           0         133           5       40000
          97           0         133           5       40000
          98           0         133           5       40000
          99           0         133           5       40000
         100           0         133           5       40000
