           1           1           0           0       39999
           2           1           0           0       39999
           3           3           0           0       39997
           4           6           0           0       39994
           5           5           1           0       39995
           6           6           1           0       39994
           7           5           3           0       39995
           8           2           5           1       39998
           9           2           5           1       39998
          10           3           5           2       39997
          11           3           7           2       39997
          12           5           8           2       39995
          13           8           8           2       39992
          14           7          10           2       39993
          15           7          11           2       39993
          16           6          13           2       39994
          17           4          16           2       39996
          18           5          17           2       39995
          19           7          18           2       39993
          20           6          18           3       39994
          21           5          22           3       39995
          22           4          24           3       39996
          23           3          27           3       39997
          24           4          27           3       39996
          25           4          28           3       39996
          26           5          31           3       39995
          27           5          33           3       39995
          28           5          35           3       39995
          29           7          35           3       39993
          30           6          36           4       39994
          31           4          38           4       39996
          32           4          39           4       39996
          33           3          41           4       39997
          34           4          42           4       39996
          35           5          42           4       39995
          36           6          44           4       39994
          37           7          45           4       39993
          38           6          48           4       39994
          39           8          49           4       39992
          40          10          51           4       39990
          41          12          53           4       39988
          42          12          53           5       39988
          43          12          56           5       39988
          44           8          61           5       39992
          45           6          64           6       39994
          46           8          65           6       39992
          47           6          68           6       39994
          48           8          69           6       39992
          49           8          73           6       39992
          50           7          77           6       39993
          51           6          77           7       39994
          52           5          80           7       39995
          53           8          82           7       39992
          54           7          83           8       39993
          55           9          83           8       39991
          56          12          84           8       39988
          57           7          88           9       39993
          58           8          89           9       39992
          59           7          91           9       39993
          60           5          93          11       39995
          61           7          93          11       39993
          62           8          94          12       39992
          63           8          96          12       39992
          64           7          98          13       39993
          65           6         100          13       39994
          66           4         103          14       39996
          67           4         104          14       39996
          68           3         105          14       39997
          69           2         106          14       39998
          70           2         107          14       39998
          71           1         108          14       39999
          72           1         108          14       39999
          73           1         108          14       39999
          74           0         109          14       40000
          75           0         109          14       40000
          76           0         109          14       40000
          77           0         109          14       40000
          78           0         109          14       40000
          79           0         109          14       40000
          80           0         109          14       40000
          81           0         109          14       40000
          82           0         109          14       40000
          83           0         109          14       40000
          84           0         109          14       40000
          85           0         109          14       40000
          86           0         109          14       40000
          87           0         109          14       40000
          88           0         109          14       40000
          89           0         109          14       40000
          90           0         109          14       40000
          91           0         109          14       40000
          92           0         109          14       40000
          93           0         109          14       40000
          94           0         109          14       40000
          95           0         109          14       40000
          96           0         109          14       40000
          97           0         109          14       40000
          98           0         109          14       40000
          99           0         109          14       40000
         100           0         109          14       40000
